image_id,image_path,fashionpedia_category,clothing_type_hint,environment,clothing_type,color,vibe
281,fashionpedia_000281.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,professional formal
282,fashionpedia_000282.jpg,33,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
284,fashionpedia_000284.jpg,21,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
285,fashionpedia_000285.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,professional formal
286,fashionpedia_000286.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
287,fashionpedia_000287.jpg,38,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
288,fashionpedia_000288.jpg,31,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,green,casual relaxed
289,fashionpedia_000289.jpg,21,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
290,fashionpedia_000290.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,cozy comfortable
291,fashionpedia_000291.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
292,fashionpedia_000292.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
293,fashionpedia_000293.jpg,23,casual hoodie or t-shirt,office interior,formal blazer or button-down shirt,blue,professional formal
294,fashionpedia_000294.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
295,fashionpedia_000295.jpg,5,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
296,fashionpedia_000296.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,trendy streetwear
297,fashionpedia_000297.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
298,fashionpedia_000298.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,cozy comfortable
299,fashionpedia_000299.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
300,fashionpedia_000300.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
301,fashionpedia_000301.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
302,fashionpedia_000302.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
303,fashionpedia_000303.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
304,fashionpedia_000304.jpg,6,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
305,fashionpedia_000305.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,blue,casual relaxed
306,fashionpedia_000306.jpg,6,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,pink,trendy streetwear
307,fashionpedia_000307.jpg,34,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
308,fashionpedia_000308.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
309,fashionpedia_000309.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,orange,professional formal
310,fashionpedia_000310.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
311,fashionpedia_000311.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
312,fashionpedia_000312.jpg,13,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,casual relaxed
313,fashionpedia_000313.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,professional formal
314,fashionpedia_000314.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
315,fashionpedia_000315.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
316,fashionpedia_000316.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,trendy streetwear
317,fashionpedia_000317.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
318,fashionpedia_000318.jpg,4,casual hoodie or t-shirt,office interior,outerwear jacket or coat,brown,trendy streetwear
319,fashionpedia_000319.jpg,28,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
320,fashionpedia_000320.jpg,6,casual hoodie or t-shirt,office interior,casual hoodie or t-shirt,yellow,trendy streetwear
321,fashionpedia_000321.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
322,fashionpedia_000322.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,trendy streetwear
323,fashionpedia_000323.jpg,31,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,white,casual relaxed
324,fashionpedia_000324.jpg,9,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
325,fashionpedia_000325.jpg,33,casual hoodie or t-shirt,office interior,formal blazer or button-down shirt,red,casual relaxed
326,fashionpedia_000326.jpg,1,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,black,professional formal
327,fashionpedia_000327.jpg,23,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,green,casual relaxed
329,fashionpedia_000329.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
330,fashionpedia_000330.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
331,fashionpedia_000331.jpg,1,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,red,casual relaxed
332,fashionpedia_000332.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
333,fashionpedia_000333.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
335,fashionpedia_000335.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,trendy streetwear
336,fashionpedia_000336.jpg,25,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,trendy streetwear
337,fashionpedia_000337.jpg,10,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,black,casual relaxed
338,fashionpedia_000338.jpg,11,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
339,fashionpedia_000339.jpg,19,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,trendy streetwear
341,fashionpedia_000341.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
343,fashionpedia_000343.jpg,14,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,trendy streetwear
344,fashionpedia_000344.jpg,32,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,professional formal
345,fashionpedia_000345.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
346,fashionpedia_000346.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
347,fashionpedia_000347.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
348,fashionpedia_000348.jpg,33,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,yellow,casual relaxed
349,fashionpedia_000349.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
350,fashionpedia_000350.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,trendy streetwear
351,fashionpedia_000351.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,trendy streetwear
352,fashionpedia_000352.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,casual relaxed
353,fashionpedia_000353.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
354,fashionpedia_000354.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
355,fashionpedia_000355.jpg,14,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,cozy comfortable
356,fashionpedia_000356.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
357,fashionpedia_000357.jpg,10,casual hoodie or t-shirt,office interior,outerwear jacket or coat,black,professional formal
358,fashionpedia_000358.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
359,fashionpedia_000359.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
360,fashionpedia_000360.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
361,fashionpedia_000361.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
362,fashionpedia_000362.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,trendy streetwear
363,fashionpedia_000363.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
364,fashionpedia_000364.jpg,11,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,trendy streetwear
365,fashionpedia_000365.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,blue,professional formal
366,fashionpedia_000366.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,casual relaxed
367,fashionpedia_000367.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
368,fashionpedia_000368.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
369,fashionpedia_000369.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
370,fashionpedia_000370.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
371,fashionpedia_000371.jpg,6,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
372,fashionpedia_000372.jpg,11,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
373,fashionpedia_000373.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,trendy streetwear
374,fashionpedia_000374.jpg,19,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
375,fashionpedia_000375.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
376,fashionpedia_000376.jpg,2,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,green,casual relaxed
377,fashionpedia_000377.jpg,33,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,professional formal
378,fashionpedia_000378.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
379,fashionpedia_000379.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
380,fashionpedia_000380.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,casual relaxed
382,fashionpedia_000382.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
384,fashionpedia_000384.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,trendy streetwear
385,fashionpedia_000385.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
386,fashionpedia_000386.jpg,33,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,pink,casual relaxed
387,fashionpedia_000387.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,trendy streetwear
388,fashionpedia_000388.jpg,9,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
389,fashionpedia_000389.jpg,6,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
390,fashionpedia_000390.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
391,fashionpedia_000391.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
392,fashionpedia_000392.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
393,fashionpedia_000393.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
394,fashionpedia_000394.jpg,14,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
395,fashionpedia_000395.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,cozy comfortable
396,fashionpedia_000396.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
397,fashionpedia_000397.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,orange,professional formal
398,fashionpedia_000398.jpg,0,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,brown,casual relaxed
399,fashionpedia_000399.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
400,fashionpedia_000400.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,cozy comfortable
401,fashionpedia_000401.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
402,fashionpedia_000402.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
403,fashionpedia_000403.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
404,fashionpedia_000404.jpg,33,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,yellow,cozy comfortable
405,fashionpedia_000405.jpg,31,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,green,casual relaxed
406,fashionpedia_000406.jpg,6,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,blue,casual relaxed
408,fashionpedia_000408.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
409,fashionpedia_000409.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,casual relaxed
410,fashionpedia_000410.jpg,7,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
411,fashionpedia_000411.jpg,7,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
412,fashionpedia_000412.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
413,fashionpedia_000413.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
414,fashionpedia_000414.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
415,fashionpedia_000415.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,casual relaxed
416,fashionpedia_000416.jpg,17,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
417,fashionpedia_000417.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
419,fashionpedia_000419.jpg,10,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,white,casual relaxed
420,fashionpedia_000420.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
421,fashionpedia_000421.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
422,fashionpedia_000422.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
423,fashionpedia_000423.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
424,fashionpedia_000424.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,trendy streetwear
425,fashionpedia_000425.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
426,fashionpedia_000426.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,trendy streetwear
427,fashionpedia_000427.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
428,fashionpedia_000428.jpg,6,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
430,fashionpedia_000430.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,professional formal
431,fashionpedia_000431.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,trendy streetwear
432,fashionpedia_000432.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
433,fashionpedia_000433.jpg,5,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,casual relaxed
435,fashionpedia_000435.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,casual relaxed
436,fashionpedia_000436.jpg,33,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,red,trendy streetwear
437,fashionpedia_000437.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,casual relaxed
438,fashionpedia_000438.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
440,fashionpedia_000440.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
441,fashionpedia_000441.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
442,fashionpedia_000442.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
443,fashionpedia_000443.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,trendy streetwear
444,fashionpedia_000444.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
445,fashionpedia_000445.jpg,24,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,cozy comfortable
446,fashionpedia_000446.jpg,33,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,white,professional formal
447,fashionpedia_000447.jpg,4,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,trendy streetwear
448,fashionpedia_000448.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,blue,professional formal
449,fashionpedia_000449.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,cozy comfortable
450,fashionpedia_000450.jpg,25,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
451,fashionpedia_000451.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
452,fashionpedia_000452.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,cozy comfortable
453,fashionpedia_000453.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,professional formal
454,fashionpedia_000454.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
455,fashionpedia_000455.jpg,6,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
456,fashionpedia_000456.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
457,fashionpedia_000457.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
458,fashionpedia_000458.jpg,31,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
459,fashionpedia_000459.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
460,fashionpedia_000460.jpg,10,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,black,professional formal
461,fashionpedia_000461.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,trendy streetwear
462,fashionpedia_000462.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,casual relaxed
463,fashionpedia_000463.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
464,fashionpedia_000464.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,trendy streetwear
465,fashionpedia_000465.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
466,fashionpedia_000466.jpg,32,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
467,fashionpedia_000467.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,casual relaxed
468,fashionpedia_000468.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,trendy streetwear
469,fashionpedia_000469.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
470,fashionpedia_000470.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
471,fashionpedia_000471.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,professional formal
472,fashionpedia_000472.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,trendy streetwear
473,fashionpedia_000473.jpg,25,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
474,fashionpedia_000474.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
475,fashionpedia_000475.jpg,31,casual hoodie or t-shirt,office interior,casual hoodie or t-shirt,gray,trendy streetwear
476,fashionpedia_000476.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
477,fashionpedia_000477.jpg,11,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,yellow,trendy streetwear
479,fashionpedia_000479.jpg,7,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
480,fashionpedia_000480.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
481,fashionpedia_000481.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
482,fashionpedia_000482.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,professional formal
483,fashionpedia_000483.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
484,fashionpedia_000484.jpg,6,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
485,fashionpedia_000485.jpg,0,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,trendy streetwear
486,fashionpedia_000486.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,red,professional formal
488,fashionpedia_000488.jpg,6,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,trendy streetwear
489,fashionpedia_000489.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
490,fashionpedia_000490.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,trendy streetwear
491,fashionpedia_000491.jpg,29,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,professional formal
492,fashionpedia_000492.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
493,fashionpedia_000493.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
494,fashionpedia_000494.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
495,fashionpedia_000495.jpg,7,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,pink,trendy streetwear
496,fashionpedia_000496.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,casual relaxed
497,fashionpedia_000497.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
498,fashionpedia_000498.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
499,fashionpedia_000499.jpg,6,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,casual relaxed
500,fashionpedia_000500.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
501,fashionpedia_000501.jpg,6,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,blue,trendy streetwear
502,fashionpedia_000502.jpg,0,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
503,fashionpedia_000503.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
504,fashionpedia_000504.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
505,fashionpedia_000505.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,cozy comfortable
506,fashionpedia_000506.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,orange,trendy streetwear
507,fashionpedia_000507.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
509,fashionpedia_000509.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
510,fashionpedia_000510.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
511,fashionpedia_000511.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
512,fashionpedia_000512.jpg,4,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
513,fashionpedia_000513.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,professional formal
514,fashionpedia_000514.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
515,fashionpedia_000515.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
516,fashionpedia_000516.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
517,fashionpedia_000517.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
518,fashionpedia_000518.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
520,fashionpedia_000520.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,trendy streetwear
521,fashionpedia_000521.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
522,fashionpedia_000522.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,trendy streetwear
523,fashionpedia_000523.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
524,fashionpedia_000524.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
525,fashionpedia_000525.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
526,fashionpedia_000526.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
527,fashionpedia_000527.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
528,fashionpedia_000528.jpg,6,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,pink,casual relaxed
529,fashionpedia_000529.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
530,fashionpedia_000530.jpg,11,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,professional formal
532,fashionpedia_000532.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
533,fashionpedia_000533.jpg,13,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
534,fashionpedia_000534.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
535,fashionpedia_000535.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,cozy comfortable
536,fashionpedia_000536.jpg,19,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
537,fashionpedia_000537.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,casual relaxed
538,fashionpedia_000538.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
540,fashionpedia_000540.jpg,24,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
541,fashionpedia_000541.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,trendy streetwear
542,fashionpedia_000542.jpg,6,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,brown,cozy comfortable
543,fashionpedia_000543.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
544,fashionpedia_000544.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,professional formal
